column,method,seed,mae,rmse,mse,r2,mape,median_absolute_error,bias,percentage_bias,variance_distortion,std_distortion,ks_statistic,wasserstein_distance,correlation_preservation,distribution_similarity,runtime_seconds
ICU_beds,mode,29,2.5481481481481483,4.520734125895598,20.437037037037037,-0.12166630529054623,26.858914610729567,1.0,-1.488888888888889,-19.881305637982194,0.99999999945116,0.9999999976572667,0.37777777777777777,2.5481481481481483,0.0,0.6222222222222222,0.004199800001515541
ICU_beds,forward_fill,11,1.5574074074074074,2.2579079140098135,5.098148148148148,0.7228181921746882,22.33051810619563,1.0,0.06481481481481481,0.8774128854349461,0.011111548229116202,0.005571293761750168,0.020370370370370372,0.14259259259259255,0.860763087245914,0.9796296296296296,0.02232199999707518
ICU_beds,forward_fill,29,1.5425925925925925,2.3345235059857505,5.45,0.7008822094535994,20.692392838821995,1.0,-0.09074074074074075,-1.2116716122650841,0.028004578921220498,0.014101718670454788,0.02777777777777779,0.1759259259259257,0.8486319383190084,0.9722222222222222,0.022379000001819804
ICU_beds,backward_fill,11,1.4796296296296296,2.126116264546784,4.520370370370371,0.7542314591712365,21.614214319061688,1.0,0.07962962962962963,1.077964402105791,0.04266055154738562,0.021562751870203716,0.029629629629629672,0.1611111111111114,0.874821384246885,0.9703703703703703,0.021745100006228313
ICU_beds,backward_fill,29,1.5074074074074073,2.282785822435191,5.211111111111111,0.7139933868169992,20.478085530957532,1.0,-0.06666666666666667,-0.8902077151335311,0.008415546396075004,0.004198957568139075,0.024074074074074026,0.15185185185185174,0.8577248806619613,0.975925925925926,0.021446299993840512
ICU_beds,linear_interpolation,11,1.3478395061728397,1.8951964402998185,3.5917695473251032,0.804718664995817,19.915020945382906,1.0,0.07222222222222222,0.9776886437703685,0.09500667396242554,0.048688628154839306,0.10555555555555557,0.36975308641975296,0.898757038856175,0.8944444444444444,0.027694800002791453
ICU_beds,linear_interpolation,29,1.3429012345679012,1.9417640255355948,3.770447530864198,0.793062764256288,18.62333781059804,1.0,-0.07870370370370373,-1.050939663699308,0.09603829188800063,0.04923099110319976,0.10740740740740745,0.38024691358024687,0.892627138193261,0.8925925925925926,0.027814199995191302
ICU_beds,time_interpolation,11,1.3478395061728397,1.8951964402998185,3.5917695473251032,0.804718664995817,19.915020945382906,1.0,0.07222222222222222,0.9776886437703685,0.09500667396242554,0.048688628154839306,0.10555555555555557,0.36975308641975296,0.898757038856175,0.8944444444444444,0.06888869999966118
ICU_beds,time_interpolation,29,1.3429012345679012,1.9417640255355948,3.770447530864198,0.793062764256288,18.62333781059804,1.0,-0.07870370370370373,-1.050939663699308,0.09603829188800063,0.04923099110319976,0.10740740740740745,0.38024691358024687,0.892627138193261,0.8925925925925926,0.06959389999974519
ICU_beds,polynomial_interpolation,11,1.6305670079885335,2.2663374718873097,5.136285536480563,0.7207446960862007,23.691692021797333,1.2424971374426006,0.018151712970765874,0.2457238657361136,0.08325498935020496,0.042531979231452736,0.1444444444444445,0.34373619962612906,0.8551239232705194,0.8555555555555555,0.041880699995090254
ICU_beds,polynomial_interpolation,29,1.6356334073669563,2.3353944612081623,5.454067289441763,0.7006589803469327,22.762751405100527,1.1769759967794289,-0.10992692311322985,-1.4678669258443156,0.04654569123462124,0.023550150367374224,0.15925925925925932,0.30180405579002617,0.847343314205831,0.8407407407407407,0.040597699997306336
ICU_beds,knn,11,0.32363874566840894,0.6675999637673703,0.4456897116221942,0.975768244388611,5.010726430953636,0.19123470476598659,0.008499943303900033,0.11506566518190067,0.06899151154517941,0.03511218860672479,0.10925925925925928,0.24257251261984938,0.9880841267600808,0.8907407407407407,2.843285000002652
ICU_beds,knn,29,0.3273761228251023,0.5753405918480153,0.33101679662802463,0.981832474708051,4.882172151867466,0.19713264300049937,0.027247608896717023,0.36384047488197807,0.04964952071335029,0.025140789973118798,0.1111111111111111,0.2391127348022223,0.9910270538850278,0.8888888888888888,3.0861188000053517
ICU_beds,iterative,11,0.6739162954076099,0.9471567836677859,0.8971059728479049,0.951225141337803,9.825636287169168,0.46900208041074753,0.12182219639268789,1.6491347719240776,0.003494285435267024,0.0017456191214475269,0.17592592592592596,0.31480860226652374,0.9760593220106576,0.8240740740740741,3.081447099997604
ICU_beds,iterative,29,0.6800764478934498,0.9254449806638164,0.8564484122358516,0.9529946868284476,9.765804184511081,0.49767972448757813,-0.051507213660464506,-0.6877817847836507,0.023385481176883074,0.011761911852844956,0.14814814814814814,0.2858181106127288,0.9763612816103259,0.8518518518518519,3.7024059999966994
ICU_beds,department_mean,11,1.2892001739402899,1.8482477647985678,3.4160198000829016,0.8142740233827894,19.13660407948475,0.6886674968866746,0.020152556817805853,0.27280974383592776,0.20322157618590364,0.10737554136659533,0.42592592592592593,1.255338347048701,0.9024369165795286,0.5740740740740741,0.018507300002966076
ICU_beds,department_mean,29,1.2751238322794998,1.796813781305968,3.228539764691051,0.8228048291549388,18.454723276865494,0.6115906288532678,-0.0316746747417038,-0.42295559744114875,0.1741897830127347,0.09125899328783857,0.4370370370370371,1.261200271448731,0.9071177038068785,0.5629629629629629,0.016695499994966667
ICU_beds,hospital_median,11,2.4296296296296296,4.4820630170590965,20.08888888888889,-0.09221512941844612,24.533427435420187,1.0,-1.5666666666666667,-21.20832288794184,0.9676225942791258,0.8200627723818046,0.2240740740740741,1.911111111111111,0.20453869424185483,0.7759259259259259,0.018022699994617142
ICU_beds,hospital_median,29,2.4703703703703703,4.5133546692422,20.37037037037037,-0.11800737207285339,24.21077022761506,1.0,-1.6962962962962962,-22.65084075173096,0.9692273170935674,0.8245785558940157,0.2407407407407407,1.9999999999999998,0.20148530718189905,0.7592592592592593,0.019444600002316292
ICU_beds,seasonal,11,2.52037037037037,4.507401320790802,20.316666666666666,-0.10459920583054672,27.303490364257854,1.0,-1.387037037037037,-18.776635748307847,0.9999999994563088,0.9999999976682814,0.3944444444444445,2.52037037037037,0.0,0.6055555555555555,0.019868000003043562
ICU_beds,seasonal,29,2.5481481481481483,4.520734125895598,20.437037037037037,-0.12166630529054623,26.858914610729567,1.0,-1.488888888888889,-19.881305637982194,0.99999999945116,0.9999999976572667,0.37777777777777777,2.5481481481481483,0.0,0.6222222222222222,0.020566799998050556
